pmid,analytic_method,experiment_name,biomarker_id,biomarker_long_name,biomarker_short_name,original_name,original_value,association_name,association_value,association_unit,X95..CI,se,association_p_value_unit...15,association_p_value,association_p_value_qualifier,association_p_value_unit...18,association_n_value...analysis_n_value.in.Analytic_Methods_Table.,concept_id,concept_id_description
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-CE,Beta Coefficient,0.02422463,NA,1.02452043,NA,"(0.98, 1.07)",0.02035637,NA,0.2340359,NA,NA,53495,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol ratio,S-HDL-C,Beta Coefficient,0.0855075,NA,1.08926973,NA,"(0.95, 1.25)",0.07192974,NA,0.23453251,NA,NA,117983,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Glucose,Glucose,Beta Coefficient,0.06432673,NA,1.06644078,NA,"(0.96, 1.19)",0.05417492,NA,0.23507409,NA,NA,62924,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Very small VLDL Triglyceride,XS-VLDL-TG,Beta Coefficient,-0.0251471,NA,0.97516644,NA,"(0.94, 1.02)",0.02118906,NA,0.23530753,NA,NA,53430,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Large HDL Cholesterol ratio,L-HDL-TG,Beta Coefficient,-0.0247973,NA,0.97550762,NA,"(0.94, 1.02)",0.02090057,NA,0.2354479,NA,NA,53098,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Very small VLDL,XS-VLDL-L,Beta Coefficient,-0.0627447,NA,0.93918324,NA,"(0.85, 1.04)",0.05290458,NA,0.23562345,NA,NA,63719,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL,M-VLDL-L,Beta Coefficient,-0.0678961,NA,0.93435757,NA,"(0.84, 1.05)",0.05733103,NA,0.23630163,NA,NA,63809,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL,XL-VLDL-L,Beta Coefficient,-0.0873487,NA,0.91635747,NA,"(0.79, 1.06)",0.07376491,NA,0.23635357,NA,NA,117915,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Small VLDL,S-VLDL-L,Beta Coefficient,-0.0642613,NA,0.93775996,NA,"(0.84, 1.04)",0.0542891,NA,0.23653718,NA,NA,117897,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Unsaturation,Unsaturation,Beta Coefficient,-0.1308619,NA,0.87733895,NA,"(0.71, 1.09)",0.11062547,NA,0.23683799,NA,NA,117928,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Isoleucine,Isoleucine,Beta Coefficient,-0.0688617,NA,0.93345578,NA,"(0.83, 1.05)",0.05823621,NA,0.23702528,NA,NA,63646,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL ratio,XL-VLDL-PL,Beta Coefficient,0.1248448,NA,1.1329726,NA,"(0.92, 1.39)",0.10566087,NA,0.23737979,NA,NA,113797,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL Triglyceride,L-VLDL-TG,Beta Coefficient,-0.0761431,NA,0.92668355,NA,"(0.82, 1.05)",0.06447399,NA,0.23760672,NA,NA,117891,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,IDL Triglyceride,IDL-TG,Beta Coefficient,-0.0250894,NA,0.97522276,NA,"(0.94, 1.02)",0.02124948,NA,0.23771993,NA,NA,53438,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL ratio,XL-VLDL-TG,Beta Coefficient,-0.0633009,NA,0.93866098,NA,"(0.84, 1.04)",0.05371143,NA,0.23858261,NA,NA,62712,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol,S-LDL-PL,Beta Coefficient,-0.0633521,NA,0.93861289,NA,"(0.84, 1.04)",0.05379223,NA,0.2389086,NA,NA,117989,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Glutamine,Gln,Beta Coefficient,-0.0620677,NA,0.9398193,NA,"(0.85, 1.04)",0.05273601,NA,0.2392154,NA,NA,63579,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL Phosphoglyceride,L-VLDL-PL,Beta Coefficient,0.0241866,NA,1.02448147,NA,"(0.98, 1.07)",0.02055529,NA,0.23933099,NA,NA,62370,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,LA  ratio,LA,Beta Coefficient,0.08458387,NA,1.08826412,NA,"(0.95, 1.25)",0.07189685,NA,0.23941055,NA,NA,117931,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL Phosphoglyceride,M-VLDL-PL,Beta Coefficient,-0.0733838,NA,0.92924412,NA,"(0.82, 1.05)",0.06251454,NA,0.24044804,NA,NA,117968,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Small VLDL Particle concentration,S-VLDL-P,Beta Coefficient,0.11060858,NA,1.11695763,NA,"(0.93, 1.34)",0.09425683,NA,0.24060302,NA,NA,117962,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol ratio,M-HDL-FC,Beta Coefficient,-0.0672914,NA,0.93492276,NA,"(0.84, 1.05)",0.0573797,NA,0.24090082,NA,NA,117986,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL Cholesteryl Esters,XL-VLDL-CE,Beta Coefficient,-0.0826245,NA,0.9206968,NA,"(0.8, 1.06)",0.07046856,NA,0.24099569,NA,NA,118021,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,IDL Triglyceride,IDL-TG,Beta Coefficient,0.03498374,NA,1.03560287,NA,"(0.98, 1.1)",0.02990954,NA,0.24214128,NA,NA,117534,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL Triglyceride,L-VLDL-TG,Beta Coefficient,-0.0860288,NA,0.9175678,NA,"(0.79, 1.06)",0.07359941,NA,0.24245239,NA,NA,117913,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,HDL Triglyceride,HDL-TG,Beta Coefficient,0.02423151,NA,1.02452748,NA,"(0.98, 1.07)",0.02074104,NA,0.24269052,NA,NA,62304,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL Particle concentration,L-VLDL-P,Beta Coefficient,0.11202235,NA,1.11853786,NA,"(0.93, 1.35)",0.09599836,NA,0.24324289,NA,NA,117949,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol ratio,S-HDL-PL,Beta Coefficient,0.07425405,NA,1.0770804,NA,"(0.95, 1.22)",0.06366989,NA,0.24351951,NA,NA,117981,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Large LDL Cholesterol,L-LDL-C,Beta Coefficient,-0.0653861,NA,0.93670572,NA,"(0.84, 1.05)",0.05607061,NA,0.24355836,NA,NA,63804,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL Triglyceride,M-VLDL-TG,Beta Coefficient,-0.0745078,NA,0.92820023,NA,"(0.82, 1.05)",0.06393399,NA,0.24386263,NA,NA,117938,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Valine,Val,Beta Coefficient,-0.0760504,NA,0.92676949,NA,"(0.82, 1.05)",0.0652814,NA,0.24403399,NA,NA,117881,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol,M-LDL-P,Beta Coefficient,-0.0611002,NA,0.94072897,NA,"(0.85, 1.04)",0.05245908,NA,0.24413189,NA,NA,63746,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Omega-6  ratio,Omega-6,Beta Coefficient,0.02439925,NA,1.02469935,NA,"(0.98, 1.07)",0.02095407,NA,0.24425549,NA,NA,53475,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Acetate,Acetate,Beta Coefficient,0.07966652,NA,1.08292587,NA,"(0.95, 1.24)",0.06843442,NA,0.24437161,NA,NA,116243,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,VLDL Triglyceride,VLDL-TG,Beta Coefficient,-0.0849041,NA,0.9186004,NA,"(0.8, 1.06)",0.07300478,NA,0.24483219,NA,NA,117884,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Omega-6/Omega-3 ratio,Omega-6/Omega-3,Beta Coefficient,-0.0237701,NA,0.97651022,NA,"(0.94, 1.02)",0.02044976,NA,0.24508754,NA,NA,52947,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Very Large HDL Cholesterol,XL-HDL-C,Beta Coefficient,-0.1248634,NA,0.88261744,NA,"(0.71, 1.09)",0.10771578,NA,0.24637737,NA,NA,117754,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL ratio,M-VLDL-C,Beta Coefficient,0.06652477,NA,1.06878744,NA,"(0.96, 1.2)",0.05741657,NA,0.24660552,NA,NA,63821,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol,M-HDL-TG,Beta Coefficient,0.02395443,NA,1.02424364,NA,"(0.98, 1.07)",0.02068037,NA,0.24673465,NA,NA,62321,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Very Large HDL Cholesterol ratio,XL-HDL-CE,Beta Coefficient,-0.0621434,NA,0.93974816,NA,"(0.85, 1.04)",0.05365388,NA,0.24677152,NA,NA,63577,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Polyunsaturated Fatty Acid ratio,PUFA,Beta Coefficient,-0.1135882,NA,0.8926255,NA,"(0.74, 1.08)",0.09810076,NA,0.2469161,NA,NA,117907,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,HDL Cholesterol,HDL-C,Beta Coefficient,-0.1446494,NA,0.86532564,NA,"(0.68, 1.11)",0.12496329,NA,0.24705386,NA,NA,118006,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL ratio,M-VLDL-FC,Beta Coefficient,-0.0580473,NA,0.94360528,NA,"(0.86, 1.04)",0.05015742,NA,0.24714851,NA,NA,117951,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,NA Cholesterol,Total-C,Beta Coefficient,-0.0645258,NA,0.93751196,NA,"(0.84, 1.05)",0.05579235,NA,0.24746269,NA,NA,63807,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-C,Beta Coefficient,-0.0635828,NA,0.9383964,NA,"(0.84, 1.05)",0.0550551,NA,0.24813374,NA,NA,117947,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Small VLDL ratio,S-VLDL-CE,Beta Coefficient,-0.0593688,NA,0.9423592,NA,"(0.85, 1.04)",0.05144356,NA,0.24847715,NA,NA,117987,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Total triglycerides,Total triglycerides,Beta Coefficient,-0.024005,NA,0.97628085,NA,"(0.94, 1.02)",0.02081729,NA,0.24885826,NA,NA,53430,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Total triglycerides,Total triglycerides,Beta Coefficient,-0.06673,NA,0.93544771,NA,"(0.84, 1.05)",0.05790094,NA,0.24912137,NA,NA,63772,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Very small VLDL Triglyceride,XS-VLDL-TG,Beta Coefficient,0.05908619,NA,1.06086668,NA,"(0.96, 1.17)",0.05129514,NA,0.2493676,NA,NA,63652,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL Particle concentration,XL-VLDL-P,Beta Coefficient,0.03470135,NA,1.03531047,NA,"(0.98, 1.1)",0.03013545,NA,0.24952137,NA,NA,117643,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Monounsaturated Fatty Acid,MUFA,Beta Coefficient,0.03472266,NA,1.03533253,NA,"(0.98, 1.1)",0.03018754,NA,0.25004853,NA,NA,117475,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL ratio,XL-VLDL-CE,Beta Coefficient,0.06527224,NA,1.06744959,NA,"(0.95, 1.19)",0.05681988,NA,0.25065615,NA,NA,62431,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL,L-VLDL-L,Beta Coefficient,-0.0658134,NA,0.93630556,NA,"(0.84, 1.05)",0.05746308,NA,0.25207817,NA,NA,63804,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Omega-6/Omega-3 ratio,Omega-6/Omega-3,Beta Coefficient,0.03493704,NA,1.03555451,NA,"(0.98, 1.1)",0.03053613,NA,0.25257327,NA,NA,116733,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol,M-HDL-CE,Beta Coefficient,-0.0645912,NA,0.93745063,NA,"(0.84, 1.05)",0.0564551,NA,0.25257549,NA,NA,63797,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,VLDL Triglyceride,VLDL-TG,Beta Coefficient,0.11243379,NA,1.11899817,NA,"(0.92, 1.36)",0.09844992,NA,0.25343719,NA,NA,117868,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol,M-HDL-C,Beta Coefficient,-0.0645371,NA,0.93750138,NA,"(0.84, 1.05)",0.05651745,NA,0.25349725,NA,NA,63796,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol,M-LDL-L,Beta Coefficient,0.02328557,NA,1.02355879,NA,"(0.98, 1.07)",0.02039756,NA,0.25362626,NA,NA,53510,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Extremely large VLDL ratio,XXL-VLDL-CE,Beta Coefficient,-0.06363,NA,0.93835213,NA,"(0.84, 1.05)",0.05577242,NA,0.25391717,NA,NA,110652,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,IDL Free Cholesterol,IDL-FC,Beta Coefficient,-0.0705861,NA,0.93184751,NA,"(0.83, 1.05)",0.06187641,NA,0.25397011,NA,NA,117980,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Lactate,Lactate,Beta Coefficient,0.0655414,NA,1.06773694,NA,"(0.95, 1.2)",0.0575196,NA,0.25451052,NA,NA,117646,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Large LDL Cholesterol ratio,L-LDL-FC,Beta Coefficient,0.08386647,NA,1.08748367,NA,"(0.94, 1.26)",0.07361903,NA,0.25462163,NA,NA,117772,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,NA Cholesterol,Remnant-C,Beta Coefficient,-0.0693151,NA,0.93303266,NA,"(0.83, 1.05)",0.06086325,NA,0.25475912,NA,NA,117974,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Monounsaturated Fatty Acid,MUFA,Beta Coefficient,-0.0238067,NA,0.97647446,NA,"(0.94, 1.02)",0.02092722,NA,0.25529006,NA,NA,53374,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Omega-3  ratio,Omega-3,Beta Coefficient,-0.0608549,NA,0.94095976,NA,"(0.85, 1.05)",0.05353373,NA,0.25563935,NA,NA,117623,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL,L-VLDL-L,Beta Coefficient,0.02346504,NA,1.02374251,NA,"(0.98, 1.07)",0.02065214,NA,0.25587124,NA,NA,62369,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL Phosphoglyceride,XL-VLDL-PL,Beta Coefficient,0.12281907,NA,1.13067982,NA,"(0.91, 1.4)",0.10814274,NA,0.25607688,NA,NA,117960,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Very Large HDL Cholesterol,XL-HDL-TG,Beta Coefficient,-0.0620346,NA,0.9398504,NA,"(0.84, 1.05)",0.05464385,NA,0.25626963,NA,NA,117701,C64,Kidney Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol ratio,M-HDL-PL,Beta Coefficient,0.07046942,NA,1.07301176,NA,"(0.95, 1.21)",0.06224807,NA,0.2576033,NA,NA,117971,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Large VLDL ratio,L-VLDL-TG,Beta Coefficient,-0.080761,NA,0.92241414,NA,"(0.8, 1.06)",0.07136479,NA,0.25777558,NA,NA,116887,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Acetate,Acetate,Beta Coefficient,0.06859209,NA,1.07099925,NA,"(0.95, 1.21)",0.06063653,NA,0.25797062,NA,NA,116222,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,VLDL particle size,VLDL particle size,Beta Coefficient,-0.064133,NA,0.93788029,NA,"(0.84, 1.05)",0.05669625,NA,0.25798451,NA,NA,63821,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL Triglyceride,L-VLDL-TG,Beta Coefficient,0.02319746,NA,1.02346861,NA,"(0.98, 1.07)",0.02051322,NA,0.25811643,NA,NA,62352,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Alanine,Alanine,Beta Coefficient,0.1218499,NA,1.12958453,NA,"(0.91, 1.4)",0.10792236,NA,0.25887613,NA,NA,117991,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol ratio,S-LDL-PL,Beta Coefficient,-0.0588176,NA,0.94287875,NA,"(0.85, 1.04)",0.05217871,NA,0.25964383,NA,NA,63726,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Small VLDL Triglyceride,S-VLDL-TG,Beta Coefficient,-0.0650742,NA,0.93699793,NA,"(0.84, 1.05)",0.05794523,NA,0.26142488,NA,NA,63787,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Small VLDL ratio,S-VLDL-TG,Beta Coefficient,0.11314434,NA,1.11979355,NA,"(0.92, 1.36)",0.10077157,NA,0.2615308,NA,NA,117993,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,Large HDL Cholesterol ratio,L-HDL-TG,Beta Coefficient,0.07122611,NA,1.073824,NA,"(0.95, 1.22)",0.06349855,NA,0.26199143,NA,NA,117491,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Extremely large VLDL Cholesterol,XXL-VLDL-C,Beta Coefficient,-0.0826068,NA,0.9207131,NA,"(0.8, 1.06)",0.07386548,NA,0.26342134,NA,NA,117914,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,HDL Cholesteryl Esters,HDL-CE,Beta Coefficient,0.02220682,NA,1.02245522,NA,"(0.98, 1.06)",0.0198717,NA,0.26377656,NA,NA,53511,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL Particle concentration,L-VLDL-P,Beta Coefficient,-0.0646022,NA,0.93744026,NA,"(0.84, 1.05)",0.0578094,NA,0.26377877,NA,NA,63803,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,IDL Phosphoglyceride,IDL-PL,Beta Coefficient,-0.061233,NA,0.94060406,NA,"(0.84, 1.05)",0.05479733,NA,0.26380417,NA,NA,117988,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL Cholesterol,XL-VLDL-C,Beta Coefficient,0.02299885,NA,1.02326536,NA,"(0.98, 1.07)",0.02059299,NA,0.26406744,NA,NA,62376,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL ratio,L-VLDL-C,Beta Coefficient,0.02220885,NA,1.02245731,NA,"(0.98, 1.06)",0.0198928,NA,0.26423946,NA,NA,53459,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Very Large HDL Cholesterol,XL-HDL-P,Beta Coefficient,0.06039517,NA,1.06225624,NA,"(0.96, 1.18)",0.05417194,NA,0.26490215,NA,NA,63565,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL ratio,L-VLDL-FC,Beta Coefficient,-0.0219922,NA,0.97824784,NA,"(0.94, 1.02)",0.01972751,NA,0.26493609,NA,NA,53237,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL Particle concentration,XL-VLDL-P,Beta Coefficient,-0.0827025,NA,0.92062502,NA,"(0.8, 1.06)",0.07418705,NA,0.26494343,NA,NA,117920,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL Cholesterol,XL-VLDL-C,Beta Coefficient,0.06106482,NA,1.06296781,NA,"(0.95, 1.18)",0.05493235,NA,0.26629432,NA,NA,117986,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,ApoB/ApoA1,ApoB/ApoA1,Beta Coefficient,0.05672406,NA,1.05836373,NA,"(0.96, 1.17)",0.05104187,NA,0.26642886,NA,NA,63744,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL Free Cholesterol,L-VLDL-FC,Beta Coefficient,0.02288116,NA,1.02314494,NA,"(0.98, 1.07)",0.02059303,NA,0.26652024,NA,NA,62374,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol ratio,S-HDL-PL,Beta Coefficient,-0.0806645,NA,0.92250315,NA,"(0.8, 1.06)",0.07279264,NA,0.26780102,NA,NA,118003,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Very small VLDL Triglyceride,XS-VLDL-TG,Beta Coefficient,0.11814631,NA,1.12540876,NA,"(0.91, 1.39)",0.10669809,NA,0.26816622,NA,NA,117841,C17,Small Intestine Cancer
36737450,36737450.1.1,Nightingale,NA,IDL Particle concentration,IDL-P,Beta Coefficient,-0.0686852,NA,0.93362054,NA,"(0.83, 1.05)",0.06204544,NA,0.26828769,NA,NA,117981,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol,S-LDL-L,Beta Coefficient,0.02256583,NA,1.02282236,NA,"(0.98, 1.06)",0.02040354,NA,0.2687368,NA,NA,53508,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Monounsaturated Fatty Acid ratio,MUFA,Beta Coefficient,-0.0800462,NA,0.9230737,NA,"(0.8, 1.06)",0.07251573,NA,0.26965998,NA,NA,117931,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Small HDL Cholesterol,S-HDL-TG,Beta Coefficient,-0.0809498,NA,0.92223998,NA,"(0.8, 1.06)",0.07339832,NA,0.27007767,NA,NA,117932,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,VLDL Cholesterol,VLDL-C,Beta Coefficient,-0.0749622,NA,0.92777854,NA,"(0.81, 1.06)",0.06806902,NA,0.27078016,NA,NA,118010,C22,Liver Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL Free Cholesterol,L-VLDL-FC,Beta Coefficient,0.10631136,NA,1.11216811,NA,"(0.92, 1.34)",0.09664155,NA,0.2713066,NA,NA,117966,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL ratio,M-VLDL-FC,Beta Coefficient,-0.0222421,NA,0.97800344,NA,"(0.94, 1.02)",0.02023097,NA,0.27159029,NA,NA,62369,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Sphingomyelins,Sphingomyelins,Beta Coefficient,-0.0619711,NA,0.93991006,NA,"(0.84, 1.05)",0.05639913,NA,0.27185745,NA,NA,63759,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol ratio,S-LDL-FC,Beta Coefficient,0.08107511,NA,1.08445234,NA,"(0.94, 1.25)",0.07383705,NA,0.27219251,NA,NA,117573,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL Phosphoglyceride,XL-VLDL-PL,Beta Coefficient,-0.0810195,NA,0.92217573,NA,"(0.8, 1.07)",0.07381491,NA,0.2723778,NA,NA,117938,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Very large VLDL,XL-VLDL-L,Beta Coefficient,0.03326233,NA,1.0338217,NA,"(0.97, 1.1)",0.03034781,NA,0.27306248,NA,NA,117638,C18,Colon Cancer
36737450,36737450.1.1,Nightingale,NA,Small LDL Cholesterol,S-LDL-CE,Beta Coefficient,-0.0575064,NA,0.9441158,NA,"(0.85, 1.05)",0.052482,NA,0.27319401,NA,NA,63746,C54,Endometrial Cancer
36737450,36737450.1.1,Nightingale,NA,Polyunsaturated Fatty Acid ratio,PUFA,Beta Coefficient,0.06323003,NA,1.06527186,NA,"(0.95, 1.19)",0.05773994,NA,0.27348026,NA,NA,63776,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Small VLDL ratio,S-VLDL-C,Beta Coefficient,0.06196187,NA,1.06392178,NA,"(0.95, 1.19)",0.05660923,NA,0.27371199,NA,NA,63821,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL,L-VLDL-L,Beta Coefficient,-0.0798757,NA,0.92323113,NA,"(0.8, 1.07)",0.07308838,NA,0.2744535,NA,NA,117964,C71,Brain Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL Particle concentration,L-VLDL-P,Beta Coefficient,0.02242013,NA,1.02267335,NA,"(0.98, 1.06)",0.02052722,NA,0.27473862,NA,NA,62368,C50,Breast Cancer
36737450,36737450.1.1,Nightingale,NA,Medium LDL Cholesterol,M-LDL-P,Beta Coefficient,-0.059662,NA,0.94208292,NA,"(0.85, 1.05)",0.05466213,NA,0.27506688,NA,NA,117989,C15,Esophageal Cancer
36737450,36737450.1.1,Nightingale,NA,VLDL Particle concentration,VLDL-P,Beta Coefficient,0.10278093,NA,1.1082486,NA,"(0.92, 1.33)",0.09437236,NA,0.27610983,NA,NA,117965,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,VLDL Triglyceride,VLDL-TG,Beta Coefficient,-0.0626018,NA,0.9393174,NA,"(0.84, 1.05)",0.05752622,NA,0.2764929,NA,NA,63779,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Medium VLDL Free Cholesterol,M-VLDL-FC,Beta Coefficient,-0.0678019,NA,0.93444556,NA,"(0.83, 1.06)",0.06238803,NA,0.27713514,NA,NA,117968,C90,Multiple Myeloma
36737450,36737450.1.1,Nightingale,NA,Medium VLDL ratio,M-VLDL-FC,Beta Coefficient,-0.1061577,NA,0.89928282,NA,"(0.74, 1.09)",0.09774015,NA,0.27742514,NA,NA,117943,C73,Thyroid Cancer
36737450,36737450.1.1,Nightingale,NA,Lactate,Lactate,Beta Coefficient,-0.0634333,NA,0.93853669,NA,"(0.84, 1.05)",0.05841367,NA,0.2775086,NA,NA,63617,C56,Ovarian Cancer
36737450,36737450.1.1,Nightingale,NA,Very small VLDL Cholesterol,XS-VLDL-C,Beta Coefficient,0.02154505,NA,1.02177882,NA,"(0.98, 1.06)",0.01986172,NA,0.27803124,NA,NA,53512,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Large HDL Cholesterol ratio,L-HDL-CE,Beta Coefficient,0.02255042,NA,1.02280661,NA,"(0.98, 1.07)",0.0207956,NA,0.2781945,NA,NA,53159,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Medium HDL Cholesterol ratio,M-HDL-FC,Beta Coefficient,0.02179622,NA,1.02203549,NA,"(0.98, 1.06)",0.02011257,NA,0.27849273,NA,NA,53501,C61,Prostate Cancer
36737450,36737450.1.1,Nightingale,NA,Large VLDL,L-VLDL-L,Beta Coefficient,0.05969784,NA,1.06151575,NA,"(0.95, 1.18)",0.05513977,NA,0.27895762,NA,NA,117956,C15,Esophageal Cancer
